customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,province,monthly_income,stressed_interest_rate
CUST109572,29,Employed,1.7,60019,569,0.8,65,17047,0,1,1,Line of Credit,Debt Consolidation,8200,14.46,28.4,0.137,0.046,0,British Columbia,5001.583333333333,16.46
CUST109573,18,Self-Employed,1.0,71878,610,1.2,2103,7890,0,2,0,Credit Card,Home Improvement,70000,19.11,11.0,0.974,0.325,0,British Columbia,5989.833333333333,21.11
CUST109574,39,Self-Employed,6.3,57130,661,1.3,4,25578,0,0,0,Credit Card,Medical,32800,18.26,44.800000000000004,0.574,0.191,0,Ontario,4760.833333333333,20.26
CUST109575,24,Employed,1.9,26315,598,3.6,165,7060,0,1,2,Personal Loan,Debt Consolidation,11200,16.48,26.8,0.426,0.142,0,British Columbia,2192.9166666666665,18.48
CUST109576,18,Employed,0.0,15000,564,0.5,22,2241,1,3,0,Personal Loan,Personal,28500,15.69,14.899999999999999,1.9,0.633,0,British Columbia,1250.0,17.689999999999998
CUST109577,44,Self-Employed,20.4,67982,726,2.0,180,21136,0,0,0,Line of Credit,Debt Consolidation,17200,8.75,31.1,0.253,0.084,1,British Columbia,5665.166666666667,10.75
CUST109578,22,Employed,2.7,70926,518,1.9,1859,10220,1,4,1,Credit Card,Business,70000,21.82,14.399999999999999,0.987,0.329,0,Ontario,5910.5,23.82
CUST109579,30,Employed,8.9,27640,519,2.5,99,275,0,0,0,Personal Loan,Education,9800,15.57,1.0,0.355,0.118,1,British Columbia,2303.3333333333335,17.57
CUST109580,52,Employed,23.8,86240,632,17.5,4469,20076,0,0,0,Personal Loan,Education,49800,14.93,23.3,0.577,0.192,1,Ontario,7186.666666666667,16.93
CUST109581,18,Student,0.3,15000,631,0.8,23,2889,0,0,0,Credit Card,Personal,1500,20.22,19.3,0.1,0.033,1,British Columbia,1250.0,22.22
CUST109582,18,Employed,0.0,23254,647,0.6,135,4311,0,1,0,Line of Credit,Debt Consolidation,5000,11.09,18.5,0.215,0.072,0,British Columbia,1937.8333333333333,13.09
CUST109583,38,Employed,18.9,45652,673,19.0,332,8706,0,0,0,Personal Loan,Education,36600,11.42,19.1,0.802,0.267,1,British Columbia,3804.3333333333335,13.42
CUST109584,48,Student,0.0,21277,698,8.4,904,2237,0,0,0,Credit Card,Home Improvement,2100,18.46,10.5,0.099,0.033,1,British Columbia,1773.0833333333333,20.46
CUST109585,18,Employed,0.0,19224,600,2.0,65,1609,0,0,0,Personal Loan,Medical,10100,14.01,8.4,0.525,0.175,0,Ontario,1602.0,16.009999999999998
CUST109586,39,Self-Employed,15.7,42134,645,13.4,354,12153,0,0,0,Line of Credit,Personal,26600,12.53,28.799999999999997,0.631,0.21,1,British Columbia,3511.1666666666665,14.53
CUST109587,41,Employed,12.7,74539,754,14.7,17373,25246,0,0,0,Personal Loan,Debt Consolidation,100000,9.66,33.900000000000006,1.342,0.447,1,Ontario,6211.583333333333,11.66
CUST109588,18,Self-Employed,1.0,54815,557,0.5,147,34322,0,1,0,Credit Card,Personal,39200,21.62,62.6,0.715,0.238,0,Ontario,4567.916666666667,23.62
CUST109589,44,Employed,15.4,19766,512,20.9,3513,13188,0,0,1,Personal Loan,Personal,37900,16.55,66.7,1.917,0.639,0,Ontario,1647.1666666666667,18.55
CUST109590,45,Employed,14.7,18251,770,23.3,145,2854,0,0,0,Personal Loan,Personal,25700,8.05,15.6,1.408,0.469,1,Ontario,1520.9166666666667,10.05
CUST109591,31,Employed,12.7,61818,599,7.4,5051,6643,1,1,0,Credit Card,Personal,20000,22.33,10.7,0.324,0.108,0,Ontario,5151.5,24.33
CUST109592,50,Self-Employed,10.5,80815,700,15.8,25461,27455,0,1,0,Credit Card,Personal,38600,17.26,34.0,0.478,0.159,1,British Columbia,6734.583333333333,19.26
CUST109593,48,Self-Employed,15.9,27242,688,10.4,2389,15157,0,0,0,Personal Loan,Business,30000,12.01,55.60000000000001,1.101,0.367,0,British Columbia,2270.1666666666665,14.01
CUST109594,36,Student,1.0,49341,603,15.0,6049,11517,0,0,0,Credit Card,Personal,4900,19.92,23.3,0.099,0.033,1,Ontario,4111.75,21.92
CUST109595,29,Employed,1.9,29802,597,3.8,43,5266,1,1,0,Credit Card,Home Improvement,13700,22.42,17.7,0.46,0.153,0,Ontario,2483.5,24.42
CUST109596,23,Self-Employed,1.0,55563,681,4.2,691,18546,0,0,0,Personal Loan,Debt Consolidation,60600,12.78,33.4,1.091,0.364,0,Ontario,4630.25,14.78
CUST109597,34,Student,0.4,25611,582,14.6,484,4701,0,0,0,Credit Card,Medical,2600,22.51,18.4,0.102,0.034,1,British Columbia,2134.25,24.51
CUST109598,41,Employed,13.9,78022,787,14.4,1831,21050,0,0,0,Credit Card,Home Improvement,1400,14.07,27.0,0.018,0.006,1,Ontario,6501.833333333333,16.07
CUST109599,31,Employed,4.6,55641,738,5.4,188,16163,0,0,0,Credit Card,Education,5300,17.23,28.999999999999996,0.095,0.032,1,Ontario,4636.75,19.23
CUST109600,18,Self-Employed,1.0,66493,530,0.2,157,14453,1,0,1,Line of Credit,Personal,35200,13.76,21.7,0.529,0.176,0,British Columbia,5541.083333333333,15.76
CUST109601,50,Employed,27.2,25165,671,20.8,339,12971,0,0,1,Personal Loan,Medical,10600,12.54,51.5,0.421,0.14,0,Ontario,2097.0833333333335,14.54
CUST109602,37,Employed,2.7,50646,659,9.1,256,10452,0,0,0,Personal Loan,Personal,97500,11.47,20.599999999999998,1.925,0.642,1,British Columbia,4220.5,13.47
CUST109603,30,Employed,11.4,49044,680,0.6,14,24885,0,0,0,Line of Credit,Personal,20300,9.08,50.7,0.414,0.138,0,British Columbia,4087.0,11.08
CUST109604,45,Student,0.3,15000,718,10.5,1409,3973,0,0,0,Personal Loan,Debt Consolidation,16800,10.65,26.5,1.12,0.373,1,Ontario,1250.0,12.65
CUST109605,53,Employed,15.9,49301,735,13.4,799,7689,0,0,0,Personal Loan,Medical,81800,11.49,15.6,1.659,0.553,1,British Columbia,4108.416666666667,13.49
CUST109606,18,Employed,0.0,25621,680,0.7,15,14604,0,0,0,Credit Card,Education,5100,18.53,56.99999999999999,0.199,0.066,0,British Columbia,2135.0833333333335,20.53
CUST109607,40,Employed,8.9,51056,642,3.4,2290,7955,0,0,0,Credit Card,Medical,12500,20.06,15.6,0.245,0.082,1,British Columbia,4254.666666666667,22.06
CUST109608,18,Self-Employed,1.0,63253,711,0.4,145,6533,0,0,0,Credit Card,Medical,12800,15.66,10.299999999999999,0.202,0.067,1,British Columbia,5271.083333333333,17.66
CUST109609,40,Employed,21.9,19681,592,17.7,685,11703,0,1,0,Personal Loan,Education,23100,15.79,59.5,1.174,0.391,0,British Columbia,1640.0833333333333,17.79
CUST109610,36,Employed,4.6,26707,677,13.7,7361,8926,0,0,0,Credit Card,Medical,30700,17.97,33.4,1.15,0.383,1,Ontario,2225.5833333333335,19.97
CUST109611,42,Student,1.5,28544,575,14.5,2185,2084,0,0,0,Credit Card,Business,2900,21.21,7.3,0.102,0.034,1,Ontario,2378.6666666666665,23.21
CUST109612,29,Employed,7.2,22064,690,5.4,495,3756,1,1,0,Personal Loan,Medical,4400,11.96,17.0,0.199,0.066,0,British Columbia,1838.6666666666667,13.96
CUST109613,18,Self-Employed,1.0,55744,611,1.4,26,11882,0,4,0,Personal Loan,Personal,24400,13.28,21.3,0.438,0.146,0,Ontario,4645.333333333333,15.28
CUST109614,29,Employed,1.1,15000,704,7.9,40,6497,0,1,0,Credit Card,Education,19800,15.59,43.3,1.32,0.44,1,British Columbia,1250.0,17.59
CUST109615,39,Employed,5.6,68108,605,2.7,5461,22562,0,0,0,Personal Loan,Medical,38900,13.38,33.1,0.571,0.19,1,Ontario,5675.666666666667,15.38
CUST109616,47,Student,1.5,26463,653,2.7,126,3715,0,0,0,Credit Card,Business,2600,17.11,14.000000000000002,0.098,0.033,1,British Columbia,2205.25,19.11
CUST109617,20,Student,1.6,15367,594,1.0,38,3092,0,0,1,Line of Credit,Debt Consolidation,12100,14.96,20.1,0.787,0.262,0,British Columbia,1280.5833333333333,16.96
CUST109618,47,Employed,20.8,46669,613,24.1,133,6551,0,2,0,Personal Loan,Personal,11000,13.6,14.000000000000002,0.236,0.079,1,Ontario,3889.0833333333335,15.6
CUST109619,27,Student,0.3,66317,561,2.9,5613,16900,0,2,0,Line of Credit,Personal,22900,13.47,25.5,0.345,0.115,0,Ontario,5526.416666666667,15.47
CUST109620,39,Self-Employed,6.3,58200,622,17.6,18398,14268,0,1,0,Credit Card,Personal,57100,20.56,24.5,0.981,0.327,1,British Columbia,4850.0,22.56
CUST109621,28,Employed,2.2,84510,666,2.4,422,4488,0,0,0,Credit Card,Education,24100,17.87,5.3,0.285,0.095,1,Ontario,7042.5,19.87
CUST109622,37,Student,1.5,15000,607,10.0,2691,3145,0,0,0,Line of Credit,Business,5800,11.11,21.0,0.387,0.129,1,Ontario,1250.0,13.11
CUST109623,45,Employed,24.1,48376,712,10.3,3068,9654,0,0,0,Credit Card,Education,37700,16.81,20.0,0.779,0.26,1,Ontario,4031.3333333333335,18.81
CUST109624,20,Self-Employed,1.0,31872,584,0.4,227,17171,0,0,1,Credit Card,Education,29600,22.57,53.900000000000006,0.929,0.31,0,Ontario,2656.0,24.57
CUST109625,26,Employed,1.3,28425,633,4.1,480,8260,0,1,0,Credit Card,Medical,12400,20.26,29.099999999999998,0.436,0.145,1,British Columbia,2368.75,22.26
CUST109626,37,Employed,16.5,39354,679,15.4,1723,3952,0,0,0,Line of Credit,Medical,14300,9.67,10.0,0.363,0.121,1,Ontario,3279.5,11.67
CUST109627,63,Self-Employed,13.6,77527,784,7.2,1078,28270,0,0,0,Credit Card,Education,27100,15.92,36.5,0.35,0.117,1,Ontario,6460.583333333333,17.92
CUST109628,24,Student,0.3,23921,573,2.6,17,4794,0,2,0,Line of Credit,Medical,6400,14.0,20.0,0.268,0.089,0,Ontario,1993.4166666666667,16.0
CUST109629,59,Employed,24.8,83994,729,27.4,9189,13472,0,0,0,Personal Loan,Debt Consolidation,100000,11.41,16.0,1.191,0.397,1,British Columbia,6999.5,13.41
CUST109630,59,Employed,3.4,29813,666,19.7,1433,12234,0,0,0,Credit Card,Education,38600,17.71,41.0,1.295,0.432,1,Ontario,2484.4166666666665,19.71
CUST109631,33,Self-Employed,7.0,80044,695,5.1,167,6821,0,0,0,Credit Card,Personal,18000,18.87,8.5,0.225,0.075,1,Ontario,6670.333333333333,20.87
CUST109632,31,Employed,12.6,16346,630,12.6,160,6340,0,1,1,Credit Card,Education,19300,20.23,38.800000000000004,1.181,0.394,1,Ontario,1362.1666666666667,22.23
CUST109633,26,Employed,4.7,43435,578,6.3,102,6978,0,0,0,Credit Card,Debt Consolidation,30200,21.51,16.1,0.695,0.232,0,British Columbia,3619.5833333333335,23.51
CUST109634,34,Employed,13.7,50364,715,4.9,5720,10165,0,0,0,Credit Card,Home Improvement,16200,16.02,20.200000000000003,0.322,0.107,1,British Columbia,4197.0,18.02
CUST109635,18,Employed,0.0,32007,542,0.8,188,4265,0,0,1,Credit Card,Debt Consolidation,37900,21.12,13.3,1.184,0.395,0,Ontario,2667.25,23.12
CUST109636,34,Self-Employed,2.8,61868,617,6.0,6142,9737,0,2,0,Credit Card,Home Improvement,51300,19.66,15.7,0.829,0.276,1,Ontario,5155.666666666667,21.66
CUST109637,52,Employed,22.8,138078,595,28.9,5629,34241,0,0,0,Credit Card,Home Improvement,31600,21.11,24.8,0.229,0.076,1,British Columbia,11506.5,23.11
CUST109638,27,Self-Employed,3.1,89556,601,4.1,12212,65911,0,2,0,Personal Loan,Business,31900,14.9,73.6,0.356,0.119,0,Ontario,7463.0,16.9
CUST109639,32,Employed,0.6,43701,646,11.7,1434,11792,0,0,0,Credit Card,Personal,38500,19.87,27.0,0.881,0.294,1,Ontario,3641.75,21.87
CUST109640,18,Student,0.4,31894,531,0.3,15,6818,0,0,1,Personal Loan,Business,20000,16.0,21.4,0.627,0.209,0,Ontario,2657.8333333333335,18.0
CUST109641,39,Employed,3.6,27849,589,8.5,165,13439,0,1,0,Credit Card,Debt Consolidation,21700,21.88,48.3,0.779,0.26,0,Ontario,2320.75,23.88
CUST109642,38,Employed,12.4,61077,693,1.2,60,27272,0,0,0,Credit Card,Education,26500,18.46,44.7,0.434,0.145,1,British Columbia,5089.75,20.46
CUST109643,35,Employed,2.7,32218,621,2.1,269,12637,1,3,0,Credit Card,Home Improvement,26200,19.07,39.2,0.813,0.271,0,Ontario,2684.8333333333335,21.07
CUST109644,32,Employed,4.3,94268,719,9.1,64769,18989,0,0,0,Line of Credit,Education,18800,7.92,20.1,0.199,0.066,1,Ontario,7855.666666666667,9.92
CUST109645,31,Employed,1.4,28660,646,0.1,4,4373,0,0,1,Personal Loan,Personal,2400,14.17,15.299999999999999,0.084,0.028,0,Ontario,2388.3333333333335,16.17
CUST109646,41,Employed,1.4,34990,672,9.7,250,1660,0,1,0,Credit Card,Business,7000,17.79,4.7,0.2,0.067,1,Ontario,2915.8333333333335,19.79
CUST109647,34,Employed,16.0,49184,539,9.7,1783,15779,0,1,0,Credit Card,Home Improvement,30200,21.84,32.1,0.614,0.205,1,Ontario,4098.666666666667,23.84
CUST109648,38,Self-Employed,6.9,35745,743,7.1,400,9624,0,0,0,Credit Card,Personal,29000,17.36,26.900000000000002,0.811,0.27,1,British Columbia,2978.75,19.36
CUST109649,37,Employed,9.5,35147,663,8.3,199,14322,0,0,0,Personal Loan,Education,57300,12.88,40.699999999999996,1.63,0.543,1,Ontario,2928.9166666666665,14.88
CUST109650,48,Employed,1.1,73985,593,5.4,263,18824,0,0,0,Credit Card,Medical,70000,21.37,25.4,0.946,0.315,0,British Columbia,6165.416666666667,23.37
CUST109651,43,Self-Employed,4.2,62680,526,13.3,1998,25640,0,0,0,Line of Credit,Personal,19900,13.64,40.9,0.317,0.106,0,Ontario,5223.333333333333,15.64
CUST109652,37,Self-Employed,9.4,87156,639,10.4,2025,2834,0,1,0,Line of Credit,Education,50000,11.05,3.3000000000000003,0.574,0.191,1,Ontario,7263.0,13.05
CUST109653,53,Employed,14.0,41645,664,1.2,419,11467,0,0,0,Line of Credit,Medical,37500,9.73,27.500000000000004,0.9,0.3,1,Ontario,3470.4166666666665,11.73
CUST109654,40,Employed,13.5,73196,720,11.5,469,13889,0,0,0,Credit Card,Debt Consolidation,70000,15.54,19.0,0.956,0.319,1,Ontario,6099.666666666667,17.54
CUST109655,50,Employed,9.9,23784,608,3.5,539,5007,0,0,0,Personal Loan,Personal,7500,14.15,21.099999999999998,0.315,0.105,1,Ontario,1982.0,16.15
CUST109656,42,Employed,11.8,29221,701,17.3,71,10307,0,0,0,Credit Card,Business,1700,16.19,35.3,0.058,0.019,1,British Columbia,2435.0833333333335,18.19
CUST109657,18,Student,1.8,23951,626,1.0,53,9897,0,2,0,Line of Credit,Medical,7500,12.7,41.3,0.313,0.104,0,Ontario,1995.9166666666667,14.7
CUST109658,50,Employed,19.7,42384,688,18.0,1721,9742,0,0,0,Personal Loan,Personal,37900,12.74,23.0,0.894,0.298,1,British Columbia,3532.0,14.74
CUST109659,36,Self-Employed,10.3,35618,754,15.0,18824,7424,0,0,0,Credit Card,Home Improvement,48800,15.94,20.8,1.37,0.457,1,Ontario,2968.1666666666665,17.939999999999998
CUST109660,34,Self-Employed,11.2,71577,690,14.6,1600,21550,0,0,0,Line of Credit,Personal,24800,9.96,30.099999999999998,0.346,0.115,1,Ontario,5964.75,11.96
CUST109661,38,Employed,14.3,37724,651,13.5,178,3781,0,0,0,Credit Card,Education,34600,18.98,10.0,0.917,0.306,1,Ontario,3143.6666666666665,20.98
CUST109662,30,Employed,7.8,31234,569,2.0,428,6320,0,0,0,Credit Card,Personal,21900,22.86,20.200000000000003,0.701,0.234,1,Ontario,2602.8333333333335,24.86
CUST109663,37,Student,1.7,15000,720,9.8,994,3160,0,1,0,Credit Card,Debt Consolidation,1500,15.75,21.099999999999998,0.1,0.033,1,British Columbia,1250.0,17.75
CUST109664,27,Employed,6.2,41269,636,2.2,595,14620,0,0,1,Line of Credit,Personal,21800,11.02,35.4,0.528,0.176,0,Ontario,3439.0833333333335,13.02
CUST109665,50,Employed,19.3,78153,772,9.3,117513,20206,0,1,0,Personal Loan,Education,100000,8.63,25.900000000000002,1.28,0.427,1,Ontario,6512.75,10.63
CUST109666,33,Employed,3.6,82223,617,11.8,15821,55295,0,2,0,Credit Card,Personal,70000,20.29,67.30000000000001,0.851,0.284,0,Ontario,6851.916666666667,22.29
CUST109667,30,Employed,0.3,18415,683,3.2,150,2005,0,0,0,Credit Card,Education,6900,17.23,10.9,0.375,0.125,1,Ontario,1534.5833333333333,19.23
CUST109668,23,Employed,2.1,17733,539,1.4,65,4340,0,0,0,Personal Loan,Home Improvement,17500,16.1,24.5,0.987,0.329,0,Ontario,1477.75,18.1
CUST109669,38,Employed,16.4,24906,614,18.5,1943,3049,0,1,0,Credit Card,Business,9700,19.98,12.2,0.389,0.13,1,Ontario,2075.5,21.98
CUST109670,37,Employed,9.9,23809,717,0.0,0,5635,0,0,1,Credit Card,Personal,5300,17.38,23.7,0.223,0.074,1,Ontario,1984.0833333333333,19.38
CUST109671,39,Employed,1.8,82504,683,7.2,454,12665,0,0,0,Credit Card,Personal,70000,17.34,15.4,0.848,0.283,1,British Columbia,6875.333333333333,19.34
CUST109672,22,Employed,1.8,15000,640,1.8,227,1315,0,2,0,Credit Card,Medical,10900,20.32,8.799999999999999,0.727,0.242,0,British Columbia,1250.0,22.32
CUST109673,18,Employed,0.0,16405,610,0.7,15,4542,0,1,0,Credit Card,Education,8100,19.07,27.700000000000003,0.494,0.165,1,Ontario,1367.0833333333333,21.07
CUST109674,42,Employed,5.7,46484,629,17.9,1459,21010,0,0,0,Credit Card,Business,51900,19.46,45.2,1.117,0.372,0,Ontario,3873.6666666666665,21.46
CUST109675,52,Employed,2.9,39718,626,18.7,5848,22139,0,0,0,Personal Loan,Education,50300,13.01,55.7,1.266,0.422,0,Ontario,3309.8333333333335,15.01
CUST109676,22,Student,1.1,36083,513,1.6,1938,12958,0,0,0,Credit Card,Education,3600,22.77,35.9,0.1,0.033,1,Ontario,3006.9166666666665,24.77
CUST109677,54,Self-Employed,3.5,88148,713,28.6,2377,9607,0,0,0,Personal Loan,Personal,32600,9.55,10.9,0.37,0.123,1,Ontario,7345.666666666667,11.55
CUST109678,38,Self-Employed,1.2,35029,577,9.8,23,2785,0,2,2,Credit Card,Education,25600,21.06,8.0,0.731,0.244,0,British Columbia,2919.0833333333335,23.06
CUST109679,34,Self-Employed,9.1,109974,747,14.8,2235,25543,0,0,0,Credit Card,Personal,27700,15.57,23.200000000000003,0.252,0.084,1,Ontario,9164.5,17.57
CUST109680,30,Student,0.9,32742,707,6.5,450,7770,0,0,0,Personal Loan,Medical,21900,10.99,23.7,0.669,0.223,1,British Columbia,2728.5,12.99
CUST109681,18,Student,0.1,40097,559,1.8,29,9479,0,0,0,Personal Loan,Education,5300,15.12,23.599999999999998,0.132,0.044,1,Ontario,3341.4166666666665,17.119999999999997
CUST109682,46,Self-Employed,14.7,31092,725,3.6,539,4302,0,2,0,Personal Loan,Home Improvement,17900,10.06,13.8,0.576,0.192,1,British Columbia,2591.0,12.06
CUST109683,25,Self-Employed,1.0,42568,688,3.1,824,15571,0,0,0,Personal Loan,Personal,54300,12.38,36.6,1.276,0.425,0,British Columbia,3547.3333333333335,14.38
CUST109684,25,Employed,2.3,27374,629,6.4,12729,7608,0,0,0,Credit Card,Personal,26700,19.33,27.800000000000004,0.975,0.325,1,British Columbia,2281.1666666666665,21.33
CUST109685,46,Employed,4.8,50300,702,22.4,34366,4747,0,1,0,Personal Loan,Debt Consolidation,28400,11.36,9.4,0.565,0.188,1,British Columbia,4191.666666666667,13.36
CUST109686,18,Employed,0.0,29022,562,1.5,73,17086,0,1,1,Personal Loan,Medical,57800,16.02,58.9,1.992,0.664,0,Ontario,2418.5,18.02
CUST109687,18,Self-Employed,1.0,51774,547,0.9,31,21497,0,2,0,Personal Loan,Education,48200,15.93,41.5,0.931,0.31,0,British Columbia,4314.5,17.93
CUST109688,34,Employed,15.5,50262,693,8.4,85,20030,0,0,0,Credit Card,Business,47400,17.65,39.900000000000006,0.943,0.314,1,British Columbia,4188.5,19.65
CUST109689,38,Self-Employed,3.2,74111,807,6.4,2932,30654,0,0,0,Credit Card,Medical,34800,15.13,41.4,0.47,0.157,1,British Columbia,6175.916666666667,17.130000000000003
CUST109690,40,Employed,21.1,39505,541,17.3,18673,23846,0,0,0,Personal Loan,Education,76000,16.8,60.4,1.924,0.641,0,British Columbia,3292.0833333333335,18.8
CUST109691,31,Employed,6.6,40675,687,4.6,303,866,0,0,0,Personal Loan,Personal,16400,11.51,2.1,0.403,0.134,1,British Columbia,3389.5833333333335,13.51
CUST109692,65,Employed,2.7,42494,633,10.7,56,15474,0,1,0,Line of Credit,Medical,28000,11.54,36.4,0.659,0.22,1,Ontario,3541.1666666666665,13.54
CUST109693,32,Self-Employed,8.9,92012,574,8.4,5401,34090,1,2,0,Line of Credit,Medical,16800,14.53,37.0,0.183,0.061,0,British Columbia,7667.666666666667,16.53
CUST109694,32,Employed,5.8,75328,625,7.8,11239,17835,0,0,1,Personal Loan,Medical,100000,14.87,23.7,1.328,0.443,0,British Columbia,6277.333333333333,16.869999999999997
CUST109695,25,Employed,1.0,63667,586,6.1,2350,11727,0,1,0,Credit Card,Personal,62200,22.56,18.4,0.977,0.326,0,British Columbia,5305.583333333333,24.56
CUST109696,36,Self-Employed,4.5,59051,491,7.2,2014,16301,0,3,0,Credit Card,Home Improvement,8800,22.57,27.6,0.149,0.05,0,British Columbia,4920.916666666667,24.57
CUST109697,42,Self-Employed,6.6,55185,714,11.3,945,20738,0,0,0,Line of Credit,Personal,9900,7.9,37.6,0.179,0.06,1,Ontario,4598.75,9.9
CUST109698,49,Employed,18.9,61395,557,18.4,5470,23961,0,0,0,Line of Credit,Business,35000,14.57,39.0,0.57,0.19,0,Ontario,5116.25,16.57
CUST109699,18,Employed,0.0,52182,671,1.5,744,15140,0,0,0,Credit Card,Debt Consolidation,21200,17.77,28.999999999999996,0.406,0.135,1,British Columbia,4348.5,19.77
CUST109700,32,Self-Employed,2.7,49129,624,2.6,31,16025,0,2,0,Personal Loan,Personal,62700,14.18,32.6,1.276,0.425,0,Ontario,4094.0833333333335,16.18
CUST109701,40,Self-Employed,4.6,63095,716,3.2,186,9546,0,1,0,Credit Card,Home Improvement,70000,15.65,15.1,1.109,0.37,1,British Columbia,5257.916666666667,17.65
CUST109702,42,Employed,23.3,27729,567,14.8,1221,5078,0,0,0,Credit Card,Business,34200,21.29,18.3,1.233,0.411,0,Ontario,2310.75,23.29
CUST109703,35,Employed,3.7,162413,625,5.8,5583,32182,0,1,0,Credit Card,Personal,56100,20.74,19.8,0.345,0.115,1,Ontario,13534.416666666666,22.74
CUST109704,41,Student,0.5,25746,633,14.4,128,2493,0,1,0,Personal Loan,Debt Consolidation,18700,14.59,9.700000000000001,0.726,0.242,0,Ontario,2145.5,16.59
CUST109705,25,Student,2.0,45403,576,1.0,19,8710,0,0,1,Line of Credit,Medical,12900,13.08,19.2,0.284,0.095,0,Ontario,3783.5833333333335,15.08
CUST109706,53,Employed,22.9,49815,654,12.7,11558,22170,0,0,0,Line of Credit,Personal,15700,10.0,44.5,0.315,0.105,1,Ontario,4151.25,12.0
CUST109707,46,Employed,8.6,92648,711,9.5,6940,31001,0,0,0,Personal Loan,Personal,39700,11.39,33.5,0.429,0.143,1,Ontario,7720.666666666667,13.39
CUST109708,18,Employed,0.0,18659,598,0.8,27,3197,0,1,0,Credit Card,Personal,3800,21.64,17.1,0.204,0.068,1,British Columbia,1554.9166666666667,23.64
CUST109709,22,Employed,1.9,39587,577,0.2,51,2446,0,0,2,Credit Card,Personal,2400,22.37,6.2,0.061,0.02,0,Ontario,3298.9166666666665,24.37
CUST109710,22,Employed,1.3,25252,597,2.4,293,13239,1,1,1,Credit Card,Medical,20800,21.31,52.400000000000006,0.824,0.275,0,Ontario,2104.3333333333335,23.31
CUST109711,43,Employed,0.2,38644,658,18.2,21866,1807,0,0,0,Personal Loan,Medical,1500,11.53,4.7,0.039,0.013,1,Ontario,3220.3333333333335,13.53
CUST109712,19,Employed,0.1,32751,543,0.1,27,13322,0,2,0,Credit Card,Education,4400,22.27,40.699999999999996,0.134,0.045,0,Ontario,2729.25,24.27
CUST109713,31,Employed,7.0,37657,589,3.0,537,13240,0,1,0,Credit Card,Education,37500,22.7,35.199999999999996,0.996,0.332,1,Ontario,3138.0833333333335,24.7
CUST109714,40,Employed,5.8,23750,578,0.1,12,6723,0,2,0,Line of Credit,Personal,10400,13.2,28.299999999999997,0.438,0.146,0,British Columbia,1979.1666666666667,15.2
CUST109715,34,Employed,15.1,35614,588,6.9,39,8471,0,1,0,Credit Card,Medical,39600,22.7,23.799999999999997,1.112,0.371,1,British Columbia,2967.8333333333335,24.7
CUST109716,38,Self-Employed,11.4,27004,677,0.4,11,5753,0,1,0,Personal Loan,Home Improvement,35100,12.34,21.3,1.3,0.433,0,Ontario,2250.3333333333335,14.34
CUST109717,22,Self-Employed,1.0,54858,509,2.0,34,20337,0,0,1,Credit Card,Personal,70000,22.99,37.1,1.276,0.425,0,British Columbia,4571.5,24.99
CUST109718,42,Self-Employed,16.3,27107,504,8.6,609,8457,0,2,1,Credit Card,Personal,18600,21.1,31.2,0.686,0.229,0,Ontario,2258.9166666666665,23.1
CUST109719,27,Employed,2.8,36567,521,5.4,253,18159,0,2,0,Credit Card,Debt Consolidation,23400,22.87,49.7,0.64,0.213,0,Ontario,3047.25,24.87
CUST109720,31,Self-Employed,7.0,66681,641,10.1,5181,21746,0,1,0,Personal Loan,Debt Consolidation,81900,13.03,32.6,1.228,0.409,0,Ontario,5556.75,15.03
CUST109721,37,Self-Employed,7.5,118029,635,10.4,1620,69994,0,1,0,Credit Card,Medical,50100,19.11,59.3,0.424,0.141,0,Ontario,9835.75,21.11
CUST109722,36,Student,1.0,44800,750,8.0,607,18297,0,0,0,Personal Loan,Personal,2200,9.32,40.8,0.049,0.016,1,Ontario,3733.3333333333335,11.32
CUST109723,35,Employed,9.0,50717,636,8.7,235,13365,0,1,0,Credit Card,Home Improvement,33600,20.2,26.400000000000002,0.662,0.221,1,Ontario,4226.416666666667,22.2
CUST109724,25,Employed,4.8,50716,656,3.3,1514,18376,0,0,0,Personal Loan,Personal,18600,11.18,36.199999999999996,0.367,0.122,1,British Columbia,4226.333333333333,13.18
CUST109725,31,Student,0.7,15000,647,4.1,353,3217,0,0,0,Line of Credit,Medical,11800,11.64,21.4,0.787,0.262,0,Ontario,1250.0,13.64
CUST109726,35,Employed,13.3,91334,603,7.4,1334,6218,0,0,0,Personal Loan,Medical,100000,14.43,6.800000000000001,1.095,0.365,0,British Columbia,7611.166666666667,16.43
CUST109727,18,Self-Employed,1.0,19335,540,1.5,206,2791,0,1,0,Personal Loan,Medical,26800,16.61,14.399999999999999,1.386,0.462,0,British Columbia,1611.25,18.61
CUST109728,29,Student,0.7,15000,640,2.1,223,5865,0,0,0,Personal Loan,Education,10000,13.64,39.1,0.667,0.222,0,British Columbia,1250.0,15.64
CUST109729,39,Self-Employed,11.8,73632,560,8.0,2583,16285,0,0,0,Personal Loan,Home Improvement,36800,16.55,22.1,0.5,0.167,1,British Columbia,6136.0,18.55
CUST109730,19,Employed,0.8,62230,593,2.0,125,6664,0,0,0,Credit Card,Education,32500,22.45,10.7,0.522,0.174,1,British Columbia,5185.833333333333,24.45
